"Plot Title: 16882"
"#","Date","Time, GMT-06:00","Abs Pres, psi (LGR S/N: 20757958, SEN S/N: 20757958)","Temp, °F (LGR S/N: 20757958, SEN S/N: 20757958)","Abs Pres Barom., psi (LGR S/N: 20757959, SEN S/N: 20757959)","Water Level, feet (LGR S/N: 20757958)","Coupler Detached (LGR S/N: 20757958)","Coupler Attached (LGR S/N: 20757958)","Stopped (LGR S/N: 20757958)","End Of File (LGR S/N: 20757958)"
3197,08/16/20,01:39:01 AM,,,14.5766,,,,,
3198,08/16/20,01:49:16 AM,15.4114,85.735,,2.400,,,,
3199,08/16/20,01:54:01 AM,,,14.5737,,,,,
3200,08/16/20,02:04:16 AM,15.4140,85.735,,2.406,,,,
3201,08/16/20,02:09:01 AM,,,14.5751,,,,,
3202,08/16/20,02:19:16 AM,15.4110,85.554,,2.395,,,,
3203,08/16/20,02:24:01 AM,,,14.5766,,,,,
3204,08/16/20,02:34:16 AM,15.4159,85.554,,2.406,,,,
3205,08/16/20,02:39:01 AM,,,14.5761,,,,,
3206,08/16/20,02:49:16 AM,15.4179,85.374,,2.408,,,,
3207,08/16/20,02:54:01 AM,,,14.5785,,,,,
3208,08/16/20,03:04:16 AM,15.4179,85.374,,2.404,,,,
3209,08/16/20,03:09:01 AM,,,14.5799,,,,,
3210,08/16/20,03:19:16 AM,15.4149,85.194,,2.397,,,,
3211,08/16/20,03:24:01 AM,,,14.5790,,,,,
3212,08/16/20,03:34:16 AM,15.4175,85.194,,2.401,,,,
3213,08/16/20,03:39:01 AM,,,14.5805,,,,,
3214,08/16/20,03:49:16 AM,15.4175,85.194,,2.397,,,,
3215,08/16/20,03:54:01 AM,,,14.5824,,,,,
3216,08/16/20,04:04:16 AM,15.4194,85.014,,2.401,,,,
3217,08/16/20,04:09:01 AM,,,14.5818,,,,,
3218,08/16/20,04:19:16 AM,15.4169,85.014,,2.398,,,,
3219,08/16/20,04:24:01 AM,,,14.5804,,,,,
3220,08/16/20,04:34:16 AM,15.4169,85.014,,2.393,,,,
3221,08/16/20,04:39:01 AM,,,14.5841,,,,,
3222,08/16/20,04:49:16 AM,15.4214,84.834,,2.403,,,,
3223,08/16/20,04:54:01 AM,,,14.5831,,,,,
3224,08/16/20,05:04:16 AM,15.4190,84.834,,2.403,,,,
3225,08/16/20,05:09:01 AM,,,14.5798,,,,,
3226,08/16/20,05:19:16 AM,15.4165,84.834,,2.402,,,,
3227,08/16/20,05:24:01 AM,,,14.5782,,,,,
3228,08/16/20,05:34:16 AM,15.4140,84.834,,2.398,,,,
3229,08/16/20,05:39:01 AM,,,14.5777,,,,,
3230,08/16/20,05:49:16 AM,15.4190,84.834,,2.395,,,,
3231,08/16/20,05:54:01 AM,,,14.5873,,,,,
3232,08/16/20,06:04:16 AM,15.4235,84.654,,2.395,,,,
3233,08/16/20,06:09:01 AM,,,14.5896,,,,,
3234,08/16/20,06:19:16 AM,15.4284,84.654,,2.393,,,,
3235,08/16/20,06:24:01 AM,,,14.5969,,,,,
3236,08/16/20,06:34:16 AM,15.4359,84.654,,2.401,,,,
3237,08/16/20,06:39:01 AM,,,14.5992,,,,,
3238,08/16/20,06:49:16 AM,15.4335,84.654,,2.395,,,,
3239,08/16/20,06:54:01 AM,,,14.5988,,,,,
3240,08/16/20,07:04:16 AM,15.4384,84.654,,2.402,,,,
3241,08/16/20,07:09:01 AM,,,14.6017,,,,,
3242,08/16/20,07:19:16 AM,15.4409,84.654,,2.399,,,,
3243,08/16/20,07:24:01 AM,,,14.6056,,,,,
3244,08/16/20,07:34:16 AM,15.4433,84.654,,2.398,,,,
3245,08/16/20,07:39:01 AM,,,14.6081,,,,,
3246,08/16/20,07:49:16 AM,15.4439,84.834,,2.394,,,,
3247,08/16/20,07:54:01 AM,,,14.6105,,,,,
3248,08/16/20,08:04:16 AM,15.4464,84.834,,2.397,,,,
3249,08/16/20,08:09:01 AM,,,14.6111,,,,,
3250,08/16/20,08:19:16 AM,15.4439,84.834,,2.386,,,,
3251,08/16/20,08:24:01 AM,,,14.6140,,,,,
3252,08/16/20,08:34:16 AM,15.4439,84.834,,2.383,,,,
3253,08/16/20,08:39:01 AM,,,14.6143,,,,,
3254,08/16/20,08:49:16 AM,15.4443,85.014,,2.385,,,,
3255,08/16/20,08:54:01 AM,,,14.6141,,,,,
3256,08/16/20,09:04:16 AM,15.4443,85.014,,2.381,,,,
3257,08/16/20,09:09:01 AM,,,14.6165,,,,,
3258,08/16/20,09:19:16 AM,15.4443,85.014,,2.380,,,,
3259,08/16/20,09:24:01 AM,,,14.6162,,,,,
3260,08/16/20,09:34:16 AM,15.4419,85.014,,2.379,,,,
3261,08/16/20,09:39:01 AM,,,14.6131,,,,,
3262,08/16/20,09:49:16 AM,15.4425,85.194,,2.379,,,,
3263,08/16/20,09:54:01 AM,,,14.6152,,,,,
3264,08/16/20,10:04:16 AM,15.4398,85.194,,2.377,,,,
3265,08/16/20,10:09:01 AM,,,14.6121,,,,,
3266,08/16/20,10:19:16 AM,15.4380,85.374,,2.378,,,,
3267,08/16/20,10:24:01 AM,,,14.6097,,,,,
3268,08/16/20,10:34:16 AM,15.4355,85.374,,2.371,,,,
3269,08/16/20,10:39:01 AM,,,14.6117,,,,,
3270,08/16/20,10:49:16 AM,15.4335,85.554,,2.369,,,,
3271,08/16/20,10:54:01 AM,,,14.6091,,,,,
3272,08/16/20,11:04:16 AM,15.4314,85.735,,2.371,,,,
3273,08/16/20,11:09:01 AM,,,14.6065,,,,,
3274,08/16/20,11:19:16 AM,15.4294,85.915,,2.369,,,,
3275,08/16/20,11:24:01 AM,,,14.6059,,,,,
3276,08/16/20,11:34:16 AM,15.4275,86.097,,2.366,,,,
3277,08/16/20,11:39:01 AM,,,14.6049,,,,,
3278,08/16/20,11:49:16 AM,15.4230,86.277,,2.362,,,,
3279,08/16/20,11:54:01 AM,,,14.6014,,,,,
3280,08/16/20,12:04:16 PM,15.4210,86.459,,2.370,,,,
3281,08/16/20,12:09:01 PM,,,14.5951,,,,,
3282,08/16/20,12:19:16 PM,15.4165,86.641,,2.366,,,,
3283,08/16/20,12:24:01 PM,,,14.5941,,,,,
3284,08/16/20,12:34:16 PM,15.4140,86.641,,2.368,,,,
3285,08/16/20,12:39:01 PM,,,14.5896,,,,,
3286,08/16/20,12:49:16 PM,15.4120,86.823,,2.370,,,,
3287,08/16/20,12:54:01 PM,,,14.5872,,,,,
3288,08/16/20,01:04:16 PM,15.4100,87.004,,2.367,,,,
3289,08/16/20,01:09:01 PM,,,14.5875,,,,,
3290,08/16/20,01:19:16 PM,15.4055,87.186,,2.363,,,,
3291,08/16/20,01:24:01 PM,,,14.5834,,,,,
3292,08/16/20,01:34:16 PM,15.4059,87.368,,2.371,,,,
3293,08/16/20,01:39:01 PM,,,14.5809,,,,,
3294,08/16/20,01:49:16 PM,15.3989,87.552,,2.361,,,,
3295,08/16/20,01:54:01 PM,,,14.5779,,,,,
3296,08/16/20,02:04:16 PM,15.3969,87.733,,2.365,,,,
3297,08/16/20,02:09:01 PM,,,14.5741,,,,,
3298,08/16/20,02:19:16 PM,15.3924,87.915,,2.361,,,,
3299,08/16/20,02:24:01 PM,,,14.5718,,,,,
3300,08/16/20,02:34:16 PM,15.3900,87.915,,2.362,,,,
3301,08/16/20,02:39:01 PM,,,14.5688,,,,,
3302,08/16/20,02:49:16 PM,15.3850,87.915,,2.355,,,,
3303,08/16/20,02:54:01 PM,,,14.5669,,,,,
3304,08/16/20,03:04:16 PM,15.3826,87.915,,2.362,,,,
3305,08/16/20,03:09:01 PM,,,14.5602,,,,,
3306,08/16/20,03:19:16 PM,15.3799,87.915,,2.356,,,,
3307,08/16/20,03:24:01 PM,,,14.5632,,,,,
3308,08/16/20,03:34:16 PM,15.3781,88.099,,2.356,,,,
3309,08/16/20,03:39:01 PM,,,14.5586,,,,,
3310,08/16/20,03:49:16 PM,15.3755,88.099,,2.354,,,,
3311,08/16/20,03:54:01 PM,,,14.5583,,,,,
3312,08/16/20,04:04:16 PM,15.3725,87.915,,2.356,,,,
3313,08/16/20,04:09:01 PM,,,14.5528,,,,,
3314,08/16/20,04:19:16 PM,15.3701,87.915,,2.355,,,,
3315,08/16/20,04:24:01 PM,,,14.5528,,,,,
3316,08/16/20,04:34:16 PM,15.3675,87.915,,2.357,,,,
3317,08/16/20,04:39:01 PM,,,14.5477,,,,,
3318,08/16/20,04:49:16 PM,15.3625,87.915,,2.354,,,,
3319,08/16/20,04:54:01 PM,,,14.5447,,,,,
3320,08/16/20,05:04:16 PM,15.3601,87.915,,2.358,,,,
3321,08/16/20,05:09:01 PM,,,14.5396,,,,,
3322,08/16/20,05:19:16 PM,15.3550,87.915,,2.355,,,,
3323,08/16/20,05:24:01 PM,,,14.5367,,,,,
3324,08/16/20,05:34:16 PM,15.3550,87.915,,2.351,,,,
3325,08/16/20,05:39:01 PM,,,14.5406,,,,,
3326,08/16/20,05:49:16 PM,15.3525,87.915,,2.344,,,,
3327,08/16/20,05:54:01 PM,,,14.5397,,,,,
3328,08/16/20,06:04:16 PM,15.3525,87.915,,2.349,,,,
3329,08/16/20,06:09:01 PM,,,14.5366,,,,,
3330,08/16/20,06:19:16 PM,15.3521,87.733,,2.345,,,,
3331,08/16/20,06:24:01 PM,,,14.5400,,,,,
3332,08/16/20,06:34:16 PM,15.3546,87.733,,2.343,,,,
3333,08/16/20,06:39:01 PM,,,14.5437,,,,,
3334,08/16/20,06:49:16 PM,15.3621,87.733,,2.352,,,,
3335,08/16/20,06:54:01 PM,,,14.5468,,,,,
3336,08/16/20,07:04:16 PM,15.3646,87.733,,2.347,,,,
3337,08/16/20,07:09:01 PM,,,14.5524,,,,,
3338,08/16/20,07:19:16 PM,15.3720,87.733,,2.352,,,,
3339,08/16/20,07:24:01 PM,,,14.5574,,,,,
3340,08/16/20,07:34:16 PM,15.3746,87.733,,2.355,,,,
3341,08/16/20,07:39:01 PM,,,14.5574,,,,,
3342,08/16/20,07:49:16 PM,15.3791,87.552,,2.361,,,,
3343,08/16/20,07:54:01 PM,,,14.5600,,,,,
3344,08/16/20,08:04:16 PM,15.3865,87.552,,2.373,,,,
3345,08/16/20,08:09:01 PM,,,14.5616,,,,,
3346,08/16/20,08:19:16 PM,15.3915,87.552,,2.373,,,,
3347,08/16/20,08:24:01 PM,,,14.5689,,,,,
3348,08/16/20,08:34:16 PM,15.3960,87.368,,2.374,,,,
3349,08/16/20,08:39:01 PM,,,14.5712,,,,,
3350,08/16/20,08:49:16 PM,15.4010,87.368,,2.387,,,,
3351,08/16/20,08:54:01 PM,,,14.5692,,,,,
3352,08/16/20,09:04:16 PM,15.3979,87.186,,2.376,,,,
3353,08/16/20,09:09:01 PM,,,14.5722,,,,,
3354,08/16/20,09:19:16 PM,15.4104,87.186,,2.393,,,,
3355,08/16/20,09:24:01 PM,,,14.5785,,,,,
3356,08/16/20,09:34:16 PM,15.4130,87.186,,2.384,,,,
3357,08/16/20,09:39:01 PM,,,14.5853,,,,,
3358,08/16/20,09:49:16 PM,15.4200,87.004,,2.392,,,,
3359,08/16/20,09:54:01 PM,,,14.5872,,,,,
3360,08/16/20,10:04:16 PM,15.4224,87.004,,2.389,,,,
3361,08/16/20,10:09:01 PM,,,14.5915,,,,,
3362,08/16/20,10:19:16 PM,15.4249,87.004,,2.393,,,,
3363,08/16/20,10:24:01 PM,,,14.5911,,,,,
3364,08/16/20,10:34:16 PM,15.4294,86.823,,2.394,,,,
3365,08/16/20,10:39:01 PM,,,14.5970,,,,,
3366,08/16/20,10:49:16 PM,15.4519,86.823,,2.405,,,,
3367,08/16/20,10:54:01 PM,,,14.6201,,,,,
3368,08/16/20,11:04:16 PM,15.4570,86.823,,2.393,,,,
3369,08/16/20,11:09:01 PM,,,14.6247,,,,,
3370,08/16/20,11:19:16 PM,15.4539,86.641,,2.390,,,,
3371,08/16/20,11:24:01 PM,,,14.6199,,,,,
3372,08/16/20,11:34:16 PM,15.4564,86.641,,2.394,,,,
3373,08/16/20,11:39:01 PM,,,14.6228,,,,,
3374,08/16/20,11:49:16 PM,15.4609,86.459,,2.403,,,,
3375,08/16/20,11:54:01 PM,,,14.6226,,,,,
3376,08/17/20,12:04:16 AM,15.4629,86.277,,2.404,,,,
3377,08/17/20,12:09:01 AM,,,14.6250,,,,,
3378,08/17/20,12:19:16 AM,15.4674,86.097,,2.400,,,,
3379,08/17/20,12:24:01 AM,,,14.6331,,,,,
3380,08/17/20,12:34:16 AM,15.4699,86.097,,2.394,,,,
3381,08/17/20,12:39:01 AM,,,14.6369,,,,,
3382,08/17/20,12:49:16 AM,15.4719,85.915,,2.393,,,,
3383,08/17/20,12:54:01 AM,,,14.6388,,,,,
3384,08/17/20,01:04:16 AM,15.4713,85.735,,2.391,,,,
3385,08/17/20,01:09:01 AM,,,14.6384,,,,,
3386,08/17/20,01:19:16 AM,15.4758,85.554,,2.406,,,,
3387,08/17/20,01:24:01 AM,,,14.6355,,,,,
3388,08/17/20,01:34:16 AM,15.4658,85.554,,2.390,,,,
3389,08/17/20,01:39:01 AM,,,14.6321,,,,,
3390,08/17/20,01:49:16 AM,15.4703,85.374,,2.394,,,,
3391,08/17/20,01:54:01 AM,,,14.6378,,,,,
3392,08/17/20,02:04:16 AM,15.4774,85.194,,2.397,,,,
3393,08/17/20,02:09:01 AM,,,14.6434,,,,,
3394,08/17/20,02:19:16 AM,15.4768,85.014,,2.394,,,,
3395,08/17/20,02:24:01 AM,,,14.6424,,,,,
3396,08/17/20,02:34:16 AM,15.4768,85.014,,2.396,,,,
3397,08/17/20,02:39:01 AM,,,14.6414,,,,,
3398,08/17/20,02:49:16 AM,15.4789,84.834,,2.403,,,,
3399,08/17/20,02:54:01 AM,,,14.6404,,,,,
3400,08/17/20,03:04:16 AM,15.4738,84.834,,2.400,,,,
3401,08/17/20,03:09:01 AM,,,14.6352,,,,,
3402,08/17/20,03:19:16 AM,15.4683,84.654,,2.397,,,,
3403,08/17/20,03:24:01 AM,,,14.6317,,,,,
3404,08/17/20,03:34:16 AM,15.4683,84.654,,2.397,,,,
3405,08/17/20,03:39:01 AM,,,14.6330,,,,,
3406,08/17/20,03:49:16 AM,15.4703,84.474,,2.400,,,,
3407,08/17/20,03:54:01 AM,,,14.6339,,,,,
3408,08/17/20,04:04:16 AM,15.4728,84.474,,2.400,,,,
3409,08/17/20,04:09:01 AM,,,14.6371,,,,,
3410,08/17/20,04:19:16 AM,15.4748,84.295,,2.408,,,,
3411,08/17/20,04:24:01 AM,,,14.6330,,,,,
3412,08/17/20,04:34:16 AM,15.4723,84.295,,2.405,,,,
3413,08/17/20,04:39:01 AM,,,14.6337,,,,,
3414,08/17/20,04:49:16 AM,15.4748,84.295,,2.410,,,,
3415,08/17/20,04:54:01 AM,,,14.6337,,,,,
3416,08/17/20,05:04:16 AM,15.4744,84.115,,2.406,,,,
3417,08/17/20,05:09:01 AM,,,14.6356,,,,,
3418,08/17/20,05:19:16 AM,15.4718,84.115,,2.407,,,,
3419,08/17/20,05:24:01 AM,,,14.6302,,,,,
3420,08/17/20,05:34:16 AM,15.4668,84.115,,2.404,,,,
3421,08/17/20,05:39:01 AM,,,14.6273,,,,,
3422,08/17/20,05:49:16 AM,15.4668,84.115,,2.406,,,,
3423,08/17/20,05:54:01 AM,,,14.6273,,,,,
3424,08/17/20,06:04:16 AM,15.4689,83.935,,2.409,,,,
3425,08/17/20,06:09:01 AM,,,14.6287,,,,,
3426,08/17/20,06:19:16 AM,15.4664,83.935,,2.404,,,,
3427,08/17/20,06:24:01 AM,,,14.6275,,,,,
3428,08/17/20,06:34:16 AM,15.4664,83.935,,2.408,,,,
3429,08/17/20,06:39:01 AM,,,14.6252,,,,,
3430,08/17/20,06:49:16 AM,15.4613,83.935,,2.406,,,,
3431,08/17/20,06:54:01 AM,,,14.6204,,,,,
3432,08/17/20,07:04:16 AM,15.4583,83.757,,2.394,,,,
3433,08/17/20,07:09:01 AM,,,14.6258,,,,,
3434,08/17/20,07:19:16 AM,15.4633,83.757,,2.405,,,,
3435,08/17/20,07:24:01 AM,,,14.6239,,,,,
3436,08/17/20,07:34:16 AM,15.4583,83.757,,2.402,,,,
3437,08/17/20,07:39:01 AM,,,14.6191,,,,,
3438,08/17/20,07:49:16 AM,15.4533,83.757,,2.401,,,,
3439,08/17/20,07:54:01 AM,,,14.6149,,,,,
3440,08/17/20,08:04:16 AM,15.4533,83.757,,2.398,,,,
3441,08/17/20,08:09:01 AM,,,14.6184,,,,,
3442,08/17/20,08:19:16 AM,15.4509,83.757,,2.391,,,,
3443,08/17/20,08:24:01 AM,,,14.6176,,,,,
3444,08/17/20,08:34:16 AM,15.4583,83.757,,2.391,,,,
3445,08/17/20,08:39:01 AM,,,14.6288,,,,,
3446,08/17/20,08:49:16 AM,15.4658,83.757,,2.382,,,,
3447,08/17/20,08:54:01 AM,,,14.6405,,,,,
3448,08/17/20,09:04:16 AM,15.4707,83.757,,2.378,,,,
3449,08/17/20,09:09:01 AM,,,14.6445,,,,,
3450,08/17/20,09:19:16 AM,15.4758,83.757,,2.374,,,,
3451,08/17/20,09:24:01 AM,,,14.6532,,,,,
3452,08/17/20,09:34:16 AM,15.4807,83.757,,2.369,,,,
3453,08/17/20,09:39:01 AM,,,14.6595,,,,,
3454,08/17/20,09:49:16 AM,15.4807,83.757,,2.364,,,,
3455,08/17/20,09:54:01 AM,,,14.6597,,,,,
3456,08/17/20,10:04:16 AM,15.4858,83.757,,2.372,,,,
3457,08/17/20,10:09:01 AM,,,14.6617,,,,,
3458,08/17/20,10:19:16 AM,15.4807,83.757,,2.358,,,,
3459,08/17/20,10:24:01 AM,,,14.6623,,,,,
3460,08/17/20,10:34:16 AM,15.4813,83.935,,2.360,,,,
3461,08/17/20,10:39:01 AM,,,14.6614,,,,,
3462,08/17/20,10:49:16 AM,15.4813,83.935,,2.360,,,,
3463,08/17/20,10:54:01 AM,,,14.6619,,,,,
3464,08/17/20,11:04:16 AM,15.4789,83.935,,2.361,,,,
3465,08/17/20,11:09:01 AM,,,14.6575,,,,,
3466,08/17/20,11:19:16 AM,15.4744,84.115,,2.357,,,,
3467,08/17/20,11:24:01 AM,,,14.6558,,,,,
3468,08/17/20,11:34:16 AM,15.4699,84.295,,2.352,,,,
3469,08/17/20,11:39:01 AM,,,14.6529,,,,,
3470,08/17/20,11:49:16 AM,15.4654,84.474,,2.352,,,,
3471,08/17/20,11:54:01 AM,,,14.6478,,,,,
3472,08/17/20,12:04:16 PM,15.4633,84.654,,2.347,,,,
3473,08/17/20,12:09:01 PM,,,14.6500,,,,,
3474,08/17/20,12:19:16 PM,15.4588,84.834,,2.343,,,,
3475,08/17/20,12:24:01 PM,,,14.6449,,,,,
3476,08/17/20,12:34:16 PM,15.4564,84.834,,2.342,,,,
3477,08/17/20,12:39:01 PM,,,14.6445,,,,,
3478,08/17/20,12:49:16 PM,15.4519,85.014,,2.340,,,,
3479,08/17/20,12:54:01 PM,,,14.6392,,,,,
3480,08/17/20,01:04:16 PM,15.4504,85.374,,2.345,,,,
3481,08/17/20,01:09:01 PM,,,14.6363,,,,,
3482,08/17/20,01:19:16 PM,15.4459,85.554,,2.342,,,,
3483,08/17/20,01:24:01 PM,,,14.6334,,,,,
3484,08/17/20,01:34:16 PM,15.4409,85.554,,2.341,,,,
3485,08/17/20,01:39:01 PM,,,14.6278,,,,,
3486,08/17/20,01:49:16 PM,15.4390,85.735,,2.350,,,,
3487,08/17/20,01:54:01 PM,,,14.6220,,,,,
3488,08/17/20,02:04:16 PM,15.4369,85.915,,2.353,,,,
3489,08/17/20,02:09:01 PM,,,14.6199,,,,,
3490,08/17/20,02:19:16 PM,15.4319,85.915,,2.350,,,,
3491,08/17/20,02:24:01 PM,,,14.6155,,,,,
3492,08/17/20,02:34:16 PM,15.4249,86.097,,2.342,,,,
3493,08/17/20,02:39:01 PM,,,14.6121,,,,,
3494,08/17/20,02:49:16 PM,15.4249,86.097,,2.347,,,,
3495,08/17/20,02:54:01 PM,,,14.6104,,,,,
3496,08/17/20,03:04:16 PM,15.4200,86.097,,2.343,,,,
3497,08/17/20,03:09:01 PM,,,14.6066,,,,,
3498,08/17/20,03:19:16 PM,15.4150,86.097,,2.342,,,,
3499,08/17/20,03:24:01 PM,,,14.6021,,,,,
3500,08/17/20,03:34:16 PM,15.4075,86.097,,2.334,,,,
3501,08/17/20,03:39:01 PM,,,14.5982,,,,,
3502,08/17/20,03:49:16 PM,15.4075,86.097,,2.337,,,,
3503,08/17/20,03:54:01 PM,,,14.5979,,,,,
3504,08/17/20,04:04:16 PM,15.4020,85.915,,2.332,,,,
3505,08/17/20,04:09:01 PM,,,14.5928,,,,,
3506,08/17/20,04:19:16 PM,15.4045,85.915,,2.339,,,,
3507,08/17/20,04:24:01 PM,,,14.5949,,,,,
3508,08/17/20,04:34:16 PM,15.4020,85.915,,2.339,,,,
3509,08/17/20,04:39:01 PM,,,14.5901,,,,,
3510,08/17/20,04:49:16 PM,15.3965,85.735,,2.335,,,,
3511,08/17/20,04:54:01 PM,,,14.5870,,,,,
3512,08/17/20,05:04:16 PM,15.3940,85.735,,2.328,,,,
3513,08/17/20,05:09:01 PM,,,14.5891,,,,,
3514,08/17/20,05:19:16 PM,15.3989,85.735,,2.345,,,,
3515,08/17/20,05:24:01 PM,,,14.5843,,,,,
3516,08/17/20,05:34:16 PM,15.3989,85.735,,2.350,,,,
3517,08/17/20,05:39:01 PM,,,14.5835,,,,,
3518,08/17/20,05:49:16 PM,15.4061,85.554,,2.363,,,,
3519,08/17/20,05:54:01 PM,,,14.5857,,,,,
3520,08/17/20,06:04:16 PM,15.4061,85.554,,2.367,,,,
3521,08/17/20,06:09:01 PM,,,14.5825,,,,,
3522,08/17/20,06:19:16 PM,15.4085,85.554,,2.373,,,,
3523,08/17/20,06:24:01 PM,,,14.5840,,,,,
3524,08/17/20,06:34:16 PM,15.4135,85.554,,2.382,,,,
3525,08/17/20,06:39:01 PM,,,14.5848,,,,,
3526,08/17/20,06:49:16 PM,15.4159,85.554,,2.381,,,,
3527,08/17/20,06:54:01 PM,,,14.5882,,,,,
3528,08/17/20,07:04:16 PM,15.4204,85.374,,2.384,,,,
3529,08/17/20,07:09:01 PM,,,14.5915,,,,,
3530,08/17/20,07:19:16 PM,15.4230,85.374,,2.387,,,,
3531,08/17/20,07:24:01 PM,,,14.5921,,,,,
3532,08/17/20,07:34:16 PM,15.4280,85.374,,2.389,,,,
3533,08/17/20,07:39:01 PM,,,14.5973,,,,,
3534,08/17/20,07:49:16 PM,15.4304,85.374,,2.391,,,,
3535,08/17/20,07:54:01 PM,,,14.5976,,,,,
3536,08/17/20,08:04:16 PM,15.4349,85.194,,2.400,,,,
3537,08/17/20,08:09:01 PM,,,14.5980,,,,,
3538,08/17/20,08:19:16 PM,15.4349,85.194,,2.400,,,,
3539,08/17/20,08:24:01 PM,,,14.5983,,,,,
3540,08/17/20,08:34:16 PM,15.4345,85.014,,2.395,,,,
3541,08/17/20,08:39:01 PM,,,14.6005,,,,,
3542,08/17/20,08:49:16 PM,15.4369,85.014,,2.404,,,,
3543,08/17/20,08:54:01 PM,,,14.5975,,,,,
3544,08/17/20,09:04:16 PM,15.4369,85.014,,2.407,,,,
3545,08/17/20,09:09:01 PM,,,14.5970,,,,,
3546,08/17/20,09:19:16 PM,15.4414,84.834,,2.412,,,,
3547,08/17/20,09:24:01 PM,,,14.6005,,,,,
3548,08/17/20,09:34:16 PM,15.4414,84.834,,2.407,,,,
3549,08/17/20,09:39:01 PM,,,14.6020,,,,,
3550,08/17/20,09:49:16 PM,15.4433,84.654,,2.409,,,,
3551,08/17/20,09:54:01 PM,,,14.6030,,,,,
3552,08/17/20,10:04:16 PM,15.4459,84.654,,2.409,,,,
3553,08/17/20,10:09:01 PM,,,14.6059,,,,,
3554,08/17/20,10:19:16 PM,15.4509,84.654,,2.419,,,,
3555,08/17/20,10:24:01 PM,,,14.6057,,,,,
3556,08/17/20,10:34:16 PM,15.4478,84.474,,2.414,,,,
3557,08/17/20,10:39:01 PM,,,14.6043,,,,,
3558,08/17/20,10:49:16 PM,15.4478,84.474,,2.418,,,,
3559,08/17/20,10:54:01 PM,,,14.6028,,,,,
3560,08/17/20,11:04:16 PM,15.4474,84.295,,2.413,,,,
3561,08/17/20,11:09:01 PM,,,14.6056,,,,,
3562,08/17/20,11:19:16 PM,15.4494,84.115,,2.419,,,,
3563,08/17/20,11:24:01 PM,,,14.6040,,,,,
3564,08/17/20,11:34:16 PM,15.4494,84.115,,2.422,,,,
3565,08/17/20,11:39:01 PM,,,14.6024,,,,,
3566,08/17/20,11:49:16 PM,15.4464,83.935,,2.418,,,,
3567,08/17/20,11:54:01 PM,,,14.6014,,,,,
3568,08/18/20,12:04:16 AM,15.4433,83.757,,2.411,,,,
3569,08/18/20,12:09:01 AM,,,14.6017,,,,,
3570,08/18/20,12:19:16 AM,15.4458,83.757,,2.415,,,,
3571,08/18/20,12:24:01 AM,,,14.6025,,,,,
3572,08/18/20,12:34:16 AM,15.4454,83.579,,2.416,,,,
3573,08/18/20,12:39:01 AM,,,14.6008,,,,,
3574,08/18/20,12:49:16 AM,15.4423,83.399,,2.416,,,,
3575,08/18/20,12:54:01 AM,,,14.5973,,,,,
3576,08/18/20,01:04:16 AM,15.4443,83.221,,2.421,,,,
3577,08/18/20,01:09:01 AM,,,14.5986,,,,,
3578,08/18/20,01:19:16 AM,15.4419,83.221,,2.420,,,,
3579,08/18/20,01:24:01 AM,,,14.5951,,,,,
3580,08/18/20,01:34:16 AM,15.4388,83.043,,2.414,,,,
3581,08/18/20,01:39:01 AM,,,14.5965,,,,,
3582,08/18/20,01:49:16 AM,15.4409,82.864,,2.420,,,,
3583,08/18/20,01:54:01 AM,,,14.5949,,,,,
3584,08/18/20,02:04:16 AM,15.4403,82.686,,2.425,,,,
3585,08/18/20,02:09:01 AM,,,14.5918,,,,,
3586,08/18/20,02:19:16 AM,15.4378,82.686,,2.421,,,,
3587,08/18/20,02:24:01 AM,,,14.5918,,,,,
3588,08/18/20,02:34:16 AM,15.4398,82.508,,2.427,,,,
3589,08/18/20,02:39:01 AM,,,14.5912,,,,,
3590,08/18/20,02:49:16 AM,15.4343,82.330,,2.412,,,,
3591,08/18/20,02:54:01 AM,,,14.5925,,,,,
3592,08/18/20,03:04:16 AM,15.4343,82.330,,2.414,,,,
3593,08/18/20,03:09:01 AM,,,14.5908,,,,,
3594,08/18/20,03:19:16 AM,15.4338,82.152,,2.419,,,,
3595,08/18/20,03:24:01 AM,,,14.5879,,,,,
3596,08/18/20,03:34:16 AM,15.4362,82.152,,2.431,,,,
3597,08/18/20,03:39:01 AM,,,14.5848,,,,,
3598,08/18/20,03:49:16 AM,15.4333,81.975,,2.430,,,,
3599,08/18/20,03:54:01 AM,,,14.5825,,,,,
3600,08/18/20,04:04:16 AM,15.4307,81.975,,2.422,,,,
3601,08/18/20,04:09:01 AM,,,14.5848,,,,,
3602,08/18/20,04:19:16 AM,15.4352,81.797,,2.429,,,,
3603,08/18/20,04:24:01 AM,,,14.5862,,,,,
3604,08/18/20,04:34:16 AM,15.4377,81.797,,2.431,,,,
3605,08/18/20,04:39:01 AM,,,14.5879,,,,,
3606,08/18/20,04:49:16 AM,15.4403,81.797,,2.436,,,,
3607,08/18/20,04:54:01 AM,,,14.5879,,,,,
3608,08/18/20,05:04:16 AM,15.4403,81.797,,2.439,,,,
3609,08/18/20,05:09:01 AM,,,14.5856,,,,,
3610,08/18/20,05:19:16 AM,15.4397,81.621,,2.436,,,,
3611,08/18/20,05:24:01 AM,,,14.5879,,,,,
3612,08/18/20,05:34:16 AM,15.4397,81.621,,2.435,,,,
3613,08/18/20,05:39:01 AM,,,14.5873,,,,,
