Sample number,Sample time,Area (ft²),Battery voltage (V),Correlation.1 (%),Correlation.2 (%),Correlation.3 (%),Correlation.4 (%),Depth (ft),Depth (pressure) (ft H₂O),Depth (vertical beam) (ft),Flow (ft³/s),Noise.1,Noise.2,Noise.3,Noise.4,Noise.5,Pitch (deg),Pressure (uncorrected) (ft H₂O),Roll (deg),Signal strength.1,Signal strength.2,Signal strength.3,Signal strength.4,SNR.1 (dB),SNR.2 (dB),SNR.3 (dB),SNR.4 (dB),Sound speed (m/s),Stage (ft),Standard deviation (vel).1 (ft/s),Standard deviation (vel).2 (ft/s),Standard deviation (vel).3 (ft/s),Standard deviation (vel).4 (ft/s),System in water (%),System status (status codes),Temperature (°F),VB percent good (%),Velocity (beam).1 (ft/s),Velocity (beam).2 (ft/s),Velocity (beam).3 (ft/s),Velocity (beam).4 (ft/s),Velocity (mean) (ft/s),Velocity (X-OBS).X-Center (Beam 1 Only) (ft/s),Velocity (X-OBS).X-Center (Beam 2 Only) (ft/s),Velocity (XZ).X-Center (ft/s),Velocity (XZ).Z-Center (ft/s),Velocity (XZ).X-Left (ft/s),Velocity (XZ).X-Right (ft/s),Volume (negative) (acre ft),Volume (positive) (acre ft),Volume (total) (acre ft)
1417,2020-11-25 03:43:00,11.316324269905934,11.281169891357422,15,14,9,10,0.91553878422140511,0.94651057751655587,0.91553878422140511,0,10,12,10,10,12,-0.80999998189508915,34.632828444328311,0.45999998971819878,478,485,473,475,46.800000697374344,47.300000704824924,46.300000689923763,46.500000692903996,1478.4122314453125,-12.971600323390144,0.026246712391106486,0.030839887059550122,0.016732279149330388,0.016076111339552723,100,0,65.507916259765636,33,-0.013123356,0.013123356,-0.006561678,0,0,0.03280839,0.03280839,0.03280839,0,0.016404195,0,0,10.544564015366978,10.544564015366978
1418,2020-11-25 03:58:00,11.903419267955437,11.279926300048828,14,12,9,10,0.956914062324784,0.95691175759315494,0.914510982723058,0,10,12,10,12,10,-0.80999998189508915,34.64322962440491,0.45999998971819878,479,487,474,477,46.90000069886446,47.500000707805157,46.400000691413879,46.500000692903996,1478.3909912109375,-12.930225045286765,0.032808390488883107,0.027230964105772977,0.01443569181510857,0.015419943529775061,100,0,65.49630508422851,29,-0.013123356,0.016404195,-0.003280839,0.003280839,0,0.03280839,0.039370068,0.036089228999999994,0.003280839,0.006561678,-0.006561678,0,10.544564015366978,10.544564015366978
1419,2020-11-25 04:13:00,11.237677661088313,11.280823707580566,14,13,9,10,0.90995243814177507,0.95127406274795534,0.90995243814177507,0,10,12,10,12,10,-0.80999998189508915,34.651365516796112,0.45999998971819878,478,481,474,476,46.800000697374344,46.90000069886446,46.400000691413879,46.400000691413879,1478.321533203125,-12.977186669469774,0.055446179926212452,0.05347767649687947,0.015748027434663893,0.016076111339552723,100,0,65.456974029541016,30,-0.013123356,-0.006561678,-0.003280839,0,0,0.03280839,-0.016404195,0.006561678,-0.009842517,0.006561678,0,0,10.544564015366978,10.544564015366978
1420,2020-11-25 04:28:00,11.972170339812589,11.281346321105957,11,10,9,10,0.961722226781169,0.96171991046905525,0.90828564923903143,0,10,12,10,12,10,-0.80999998189508915,34.661811364517213,0.45999998971819878,480,485,475,477,47.000000700354576,47.300000704824924,46.500000692903996,46.500000692903996,1478.2021484375,-12.925416880830378,0.058070851165323095,0.047244082303991679,0.014763775719997398,0.014763775719997398,100,0,65.389984893798839,28,-0.026246712,0.016404195,0,0,0,0.062335940999999992,0.039370068,0.052493424,-0.006561678,0,0,0,10.544564015366978,10.544564015366978
1421,2020-11-25 04:43:00,11.205194811595625,11.279536247253418,11,11,9,12,0.90764208221111575,0.95990768032073981,0.90764208221111575,0,10,12,10,10,10,-0.80999998189508915,34.677422706270221,0.45999998971819878,483,485,475,477,47.300000704824924,47.300000704824924,46.500000692903996,46.700000695884228,1478.0552978515625,-12.979497025400431,0.047244082303991679,0.054790012116434784,0.016404195244441554,0.016076111339552723,100,0,65.307381439209,35,-0.006561678,0.016404195,-0.003280839,0,0,0.016404195,0.039370068,0.026246712,0.006561678,0.006561678,0,0,10.544564015366978,10.544564015366978
1422,2020-11-25 04:58:00,11.944465140163905,11.278816223144531,12,10,11,11,0.95978556067299015,0.95978324902534484,0.90284596209825485,0,10,12,10,10,10,-0.79999998211860657,34.677298274974824,0.45999998971819878,479,489,476,478,46.90000069886446,47.700000710785389,46.600000694394112,46.800000697374344,1477.854736328125,-12.927353546938557,0.052493424782212972,0.038385816871993238,0.01509185962488623,0.015419943529775061,100,0,65.194520950317383,27,-0.013123356,0.013123356,-0.003280839,0.003280839,0,0.03280839,0.03280839,0.03280839,0,0.006561678,-0.006561678,0,10.544564015366978,10.544564015366978
1423,2020-11-25 05:13:00,11.112029433120492,11.276473045349121,10,9,11,13,0.90100566155015616,0.94428038583755491,0.90100566155015616,0,10,10,10,10,10,-0.79999998211860657,34.676223060960773,0.45999998971819878,487,491,476,478,47.700000710785389,48.100000716745853,46.600000694394112,46.800000697374344,1477.6182861328125,-12.986133446061391,0.044947494969769859,0.039370068586659736,0.016732279149330388,0.016404195244441554,100,0,65.062125396728518,30,-0.006561678,0.006561678,-0.003280839,-0.003280839,0,0.016404195,0.016404195,0.016404195,0,0.006561678,0.006561678,0,10.544564015366978,10.544564015366978
1424,2020-11-25 05:28:00,11.068173880065153,11.276049613952637,10,8,11,12,0.89787656071106059,0.93879583720207216,0.89787656071106059,0,10,12,10,10,10,-0.79999998211860657,34.684378096628187,0.45999998971819878,491,495,476,479,48.100000716745853,48.300000719726086,46.600000694394112,46.90000069886446,1477.4080810546875,-12.989262546900486,0.0433070754453257,0.02985563534488363,0.014763775719997398,0.01509185962488623,100,0,64.944430923461908,38,-0.006561678,0.009842517,-0.003280839,0,0,0.016404195,0.022965872999999998,0.019685034,0.003280839,0.006561678,0,0,10.544564015366978,10.544564015366978
1425,2020-11-25 05:43:00,11.03216357938183,11.273377418518066,10,9,11,11,0.89530474395931825,0.932181835269928,0.89530474395931825,0,10,12,10,10,12,-0.79999998211860657,34.690057268571856,0.45999998971819878,490,495,477,478,48.000000715255737,48.300000719726086,46.700000695884228,46.800000697374344,1477.187255859375,-12.991834363652229,0.033792642203549605,0.036417313442660248,0.01509185962488623,0.016732279149330388,100,0,64.820659637451172,35,0.003280839,-0.003280839,-0.003280839,0,0,-0.006561678,-0.006561678,-0.006561678,0,0.006561678,0,0,10.544564015366978,10.544564015366978
1426,2020-11-25 05:58:00,11.009477612256085,11.271780967712402,11,9,11,12,0.89368338750779364,0.92348440677642829,0.89368338750779364,0,10,12,10,12,12,-0.79999998211860657,34.691295200433736,0.45999998971819878,492,497,478,477,48.20000071823597,48.500000722706318,46.800000697374344,46.500000692903996,1476.95458984375,-12.993455720103754,0.04002623639643739,0.047572166208880509,0.01443569181510857,0.01509185962488623,100,0,64.69114799499512,32,-0.009842517,0.022965872999999998,-0.003280839,0,0,0.022965872999999998,0.055774263000000004,0.039370068,0.006561678,0.006561678,0,0,10.544564015366978,10.544564015366978
1427,2020-11-25 06:13:00,11.489960324487811,11.271053314208984,8,8,11,12,0.92783535571861753,0.92783312102317816,0.8893435370711904,0,10,12,10,10,12,-0.79999998211860657,34.695643914680481,0.45999998971819878,495,497,478,478,48.500000722706318,48.500000722706318,46.800000697374344,46.800000697374344,1476.74560546875,-12.95930375189293,0.028871383630217139,0.042650907635548047,0.016076111339552723,0.015748027434663893,100,0,64.5749641418457,29,-0.022965872999999998,0.009842517,-0.003280839,-0.006561678,0,0.055774263000000004,0.022965872999999998,0.039370068,-0.006561678,0.006561678,0.016404195,0,10.544564015366978,10.544564015366978
1428,2020-11-25 06:28:00,10.907586728060039,11.270325660705566,7,7,11,12,0.88639029184370977,0.92216990180969238,0.88639029184370977,0,10,12,10,12,12,-0.79999998211860657,34.701910147094729,0.45999998971819878,495,500,477,477,48.500000722706318,48.800000727176666,46.700000695884228,46.500000692903996,1476.5517578125,-13.000748815767837,0.046259830589325188,0.048556417923547,0.015419943529775061,0.016076111339552723,100,0,64.466913604736334,35,-0.013123356,0.009842517,-0.003280839,0,0,0.03280839,0.022965872999999998,0.026246712,-0.003280839,0.006561678,0,0,10.544564015366978,10.544564015366978
1429,2020-11-25 06:43:00,10.879402975650159,11.269351959228516,7,7,11,13,0.88436978106753894,0.91594514649391179,0.88436978106753894,0,10,12,10,10,12,-0.79999998211860657,34.706211003150941,0.45999998971819878,496,501,478,475,48.600000724196434,48.900000728666782,46.800000697374344,46.500000692903996,1476.347412109375,-13.002769326544009,0.04002623639643739,0.042322823730659209,0.015748027434663893,0.014107607910219738,100,0,64.3535140991211,38,-0.019685034,0.006561678,0,-0.003280839,0,0.045931745999999996,0.016404195,0.03280839,-0.006561678,0,0.006561678,0,10.544564015366978,10.544564015366978
1430,2020-11-25 06:58:00,10.833391950385176,11.26734733581543,7,6,13,12,0.88106824059642985,0.90868984480857851,0.88106824059642985,0,10,12,10,10,12,-0.79999998211860657,34.708163617324828,0.45999998971819878,496,498,478,476,48.600000724196434,48.600000724196434,46.800000697374344,46.600000694394112,1476.19091796875,-13.006070867015119,0.05085300525776882,0.044619411064881022,0.016076111339552723,0.015419943529775061,100,0,64.266790771484381,33,-0.016404195,-0.006561678,0,-0.003280839,0,0.039370068,-0.016404195,0.013123356,-0.013123356,0,0.006561678,0,10.544564015366978,10.544564015366978
1431,2020-11-25 07:13:00,10.794716150369368,11.266505241394043,6,6,12,12,0.87829017393571618,0.90461551752090452,0.87829017393571618,0,10,12,10,12,10,-0.79999998211860657,34.712866482181553,0.45999998971819878,496,500,477,473,48.600000724196434,48.800000727176666,46.700000695884228,46.100000686943531,1476.035400390625,-13.008848933675832,0.048884501828435831,0.038057732967104407,0.016076111339552723,0.015748027434663893,100,0,64.180438232421878,32,-0.006561678,0.013123356,0,0,0,0.016404195,0.03280839,0.022965872999999998,0.003280839,0,0,0,10.544564015366978,10.544564015366978
1432,2020-11-25 07:28:00,10.746359646092257,11.265682220458984,9,4,12,12,0.87481304865886211,0.89588937411308289,0.87481304865886211,0,10,10,10,10,12,-0.79999998211860657,34.711165921144485,0.45999998971819878,500,503,477,473,49.0000007301569,49.300000734627247,46.700000695884228,46.300000689923763,1475.878173828125,-13.012326058952686,0.0495406696382135,0.041666655920881548,0.016404195244441554,0.016732279149330388,100,0,64.093539810180658,36,-0.029527551000000003,0.013123356,0,0,0,0.072178457999999987,0.03280839,0.052493424,-0.009842517,0,0,0,10.544564015366978,10.544564015366978
1433,2020-11-25 07:43:00,10.712627608404272,11.265483856201172,7,5,12,12,0.87238507097638074,0.89425581454277037,0.87238507097638074,0,10,12,10,12,12,-0.79999998211860657,34.7168227592659,0.45999998971819878,496,502,476,471,48.600000724196434,49.0000007301569,46.600000694394112,45.9000006839633,1475.72900390625,-13.014754036635166,0.041666655920881548,0.041010488111103888,0.016076111339552723,0.015748027434663893,100,0,64.011135482788092,34,-0.013123356,0.039370068,-0.006561678,0,0,0.03280839,0.095144331,0.062335940999999992,0.013123356,0.016404195,0,0,10.544564015366978,10.544564015366978
1434,2020-11-25 07:58:00,10.66965317137395,11.264131546020508,6,4,14,12,0.86928892657222756,0.89172890208244326,0.86928892657222756,0,10,12,10,10,12,-0.79999998211860657,34.721774486713407,0.45999998971819878,499,502,475,470,48.900000728666782,49.0000007301569,46.500000692903996,46.000000685453415,1475.6329345703125,-13.01785018103932,0.044619411064881022,0.052821508687101809,0.016076111339552723,0.016076111339552723,100,0,63.958126449584967,34,-0.009842517,-0.013123356,-0.003280839,0,0,0.022965872999999998,-0.03280839,-0.003280839,-0.013123356,0.006561678,0,0,10.544564015366978,10.544564015366978
1435,2020-11-25 08:13:00,10.644732307653662,11.264863014221191,6,5,12,12,0.86749197400531886,0.88530952345848091,0.86749197400531886,0,10,12,10,10,10,-0.79999998211860657,34.721292714262013,0.45999998971819878,501,502,475,467,49.100000731647015,49.0000007301569,46.500000692903996,45.700000680983067,1475.5205078125,-13.019647133606229,0.05085300525776882,0.062335941928877904,0.016732279149330388,0.014763775719997398,100,0,63.896139526367193,35,-0.029527551000000003,-0.013123356,0,-0.006561678,0,0.072178457999999987,-0.03280839,0.019685034,-0.022965872999999998,0,0.016404195,0,10.544564015366978,10.544564015366978
1436,2020-11-25 08:28:00,10.584125914510324,11.263734817504883,5,6,12,12,0.86311726037198666,0.8792570576286316,0.86311726037198666,0,10,12,10,12,10,-0.79999998211860657,34.720619509048461,0.45999998971819878,499,503,475,470,48.900000728666782,49.100000731647015,46.500000692903996,45.800000682473183,1475.4091796875,-13.024021847239562,0.069225703931543356,0.10925194032798075,0.017716530863996879,0.016076111339552723,100,0,63.834777450561525,37,0,0.026246712,-0.006561678,0,0,0,0.062335940999999992,0.03280839,0.013123356,0.016404195,0,0,10.544564015366978,10.544564015366978
1437,2020-11-25 08:43:00,10.558865790579304,11.26261043548584,7,5,12,13,0.8612919911886201,0.88158615623474124,0.8612919911886201,0,10,10,10,10,12,-0.79999998211860657,34.729715755796434,0.45999998971819878,498,503,475,464,48.800000727176666,49.300000734627247,46.500000692903996,45.400000676512718,1475.3057861328125,-13.025847116422927,0.08366139574665192,0.077755885458652974,0.017060363054219214,0.017388446959108048,100,0,63.777597045898439,34,0.045931745999999996,0.006561678,0,-0.006561678,0,-0.11154852600000001,0.016404195,-0.045931745999999996,0.029527551000000003,0,0.016404195,0,10.544564015366978,10.544564015366978
1438,2020-11-25 08:58:00,10.518283194139496,11.264033317565918,5,4,12,12,0.85835714753238324,0.87459247932434081,0.85835714753238324,1.1967050732291722,10,12,10,10,10,-0.79999998211860657,34.728133244962692,0.45999998971819878,499,502,475,465,48.900000728666782,49.0000007301569,46.500000692903996,45.500000678002834,1475.239013671875,-13.028781960079163,0.12073487699908984,0.23818891494929137,0.017060363054219214,0.017388446959108048,100,0,63.741228866577146,33,-0.039370068,0.059055102000000005,-0.003280839,-0.003280839,0.114829365,0.095144331,0.141076077,0.11811020400000001,0.009842517,0.006561678,0.006561678,0,10.558575025189668,10.558575025189668
1439,2020-11-25 09:13:00,10.479290178850441,11.263205528259277,6,4,12,12,0.85553447722728126,0.87189965847015383,0.85553447722728126,0,10,12,10,10,10,-0.79999998211860657,34.73089625782967,0.45999998971819878,498,502,476,466,48.800000727176666,49.0000007301569,46.600000694394112,45.60000067949295,1475.216796875,-13.031604630384265,0.11975062528442335,0.18208656721330124,0.016076111339552723,0.016732279149330388,100,0,63.728886413574216,31,-0.052493424,-0.082020975,-0.006561678,0,0,0.12467188199999998,-0.19685033999999999,-0.036089228999999994,-0.075459297,0.016404195,0,0,10.558575025189668,10.558575025189668
1440,2020-11-25 09:28:00,10.45627803622339,11.265474319458008,6,4,12,14,0.8538673659278686,0.86732760600090031,0.8538673659278686,1.353846683375429,10,12,10,10,10,-0.79999998211860657,34.730813303632736,0.45999998971819878,498,502,474,464,48.800000727176666,49.0000007301569,46.400000691413879,45.400000676512718,1475.1788330078125,-13.033271741683679,0.19652225902840984,0.25853011705239892,0.017388446959108048,0.016404195244441554,100,0,63.707816696166994,36,0.19685033999999999,0.308398866,-0.006561678,-0.006561678,0.127952721,-0.47244081600000004,0.738188775,0.134514399,0.278871315,0.016404195,0.016404195,0,10.574425847253961,10.574425847253961
1441,2020-11-25 09:43:00,10.38824024141867,11.264425277709961,5,5,13,12,0.84893291068040455,0.85756772567749029,0.84893291068040455,2.5239176052131502,10,10,10,10,10,-0.79999998211860657,34.723934486379626,0.45999998971819878,498,499,473,462,48.800000727176666,48.900000728666782,46.300000689923763,45.200000673532486,1475.19873046875,-13.038206196931142,0.20111543369685345,0.1984907624577428,0.016404195244441554,0.015748027434663893,100,0,63.718651962280276,32,-0.19685033999999999,0.013123356,-0.006561678,-0.003280839,0.24278208599999998,0.47244081600000004,0.03280839,0.252624603,-0.101706009,0.016404195,0.006561678,0,10.616097063662364,10.616097063662364
1442,2020-11-25 09:58:00,10.386367069482034,11.263804435729981,5,5,12,12,0.84879696703241359,0.85763153659820557,0.84879696703241359,1.4419453143244754,12,12,10,10,12,-0.79999998211860657,34.726943171291353,0.45999998971819878,499,498,473,461,48.70000072568655,48.600000724196434,46.300000689923763,45.10000067204237,1475.2572021484375,-13.038342140579134,0.19652225902840984,0.17454063740085815,0.016404195244441554,0.016732279149330388,100,0,63.750893402099607,36,0.013123356,0.134514399,-0.003280839,0,0.13779523800000001,-0.03280839,0.321522222,0.14435691599999997,0.082020975,0.006561678,0,0,10.655576401996402,10.655576401996402
1443,2020-11-25 10:13:00,10.343961578687075,11.266674995422363,7,5,11,14,0.84571864326100044,0.85230013417243955,0.84571864326100044,0,10,10,10,10,10,-0.79999998211860657,34.7238068645382,0.45999998971819878,499,501,475,463,48.900000728666782,49.100000731647015,46.500000692903996,45.3000006750226,1475.3043212890625,-13.041420464350546,0.17650914083019112,0.25459311019373293,0.016732279149330388,0.015748027434663893,100,0,63.776779937744138,35,0.091863491999999991,0.12467188199999998,-0.003280839,0,0,-0.219816213,0.298556349,0.039370068,0.11811020400000001,0.006561678,0,0,10.655576401996402,10.655576401996402
1444,2020-11-25 10:28:00,10.306542134988373,11.266757965087891,7,4,11,12,0.84300101769553359,0.84820347306251531,0.84300101769553359,1.2020382348396186,10,12,10,10,10,-0.79999998211860657,34.721445860471725,0.45999998971819878,499,500,472,461,48.900000728666782,48.800000727176666,46.200000688433647,45.10000067204237,1475.40771484375,-13.044138089916014,0.18700782578663372,0.28641724896794957,0.016732279149330388,0.016404195244441554,100,0,63.833857345581052,36,-0.095144331,0.006561678,-0.006561678,-0.003280839,0.11811020400000001,0.22965873,0.016404195,0.12139104299999999,-0.049212584999999996,0.016404195,0.006561678,0,10.669649852416514,10.669649852416514
1445,2020-11-25 10:43:00,10.258392837603562,11.2670259475708,6,4,13,13,0.83950239628384438,0.84177452280044562,0.83950239628384438,4.1912051396784138,12,12,10,10,10,-0.79999998211860657,34.715773069620134,0.45999998971819878,499,501,471,460,48.70000072568655,48.900000728666782,46.100000686943531,45.000000670552254,1475.4029541015625,-13.047636711327703,0.25754586533773244,0.30675845107105704,0.017388446959108048,0.016076111339552723,100,0,63.831309890747072,30,-0.006561678,0.282152154,-0.003280839,0.003280839,0.410104875,0.016404195,0.67585283400000007,0.344488095,0.150918594,0.006561678,-0.006561678,0,10.729482486371627,10.729482486371627
1446,2020-11-25 10:58:00,10.231460978710615,11.266146659851074,5,5,11,13,0.83754462537098462,0.83748642892837533,0.83754462537098462,0,12,12,10,10,12,-0.79999998211860657,34.711465832471852,0.45999998971819878,500,502,472,459,48.800000727176666,49.0000007301569,46.200000688433647,44.900000669062138,1475.41552734375,-13.049594482240563,0.15124668015375112,0.24737526428617862,0.016404195244441554,0.017388446959108048,100,0,63.838172912597656,35,0.026246712,-0.049212584999999996,-0.003280839,-0.003280839,0,-0.062335940999999992,-0.11811020400000001,-0.091863491999999991,-0.013123356,0.006561678,0.006561678,0,10.729482486371627,10.729482486371627
1447,2020-11-25 11:13:00,10.197581587329898,11.266594886779785,7,4,11,12,0.83508094714771208,0.83342486382484438,0.83508094714771208,0.99507772636260949,10,10,10,10,12,-0.79999998211860657,34.706855493450163,0.45999998971819878,498,499,472,458,48.800000727176666,48.900000728666782,46.200000688433647,44.800000667572021,1475.676025390625,-13.052058160463837,0.19717842683818748,0.21391070598751788,0.017060363054219214,0.016732279149330388,100,0,63.981829452514646,30,-0.013123356,0.072178457999999987,-0.006561678,-0.003280839,0.098425169999999992,0.03280839,0.173884467,0.101706009,0.03280839,0.016404195,0.006561678,0,10.741132845436946,10.741132845436946
1448,2020-11-25 11:28:00,10.168282765712359,11.269058227539063,6,6,11,12,0.83294958406216946,0.82576436279296883,0.83294958406216946,2.2716682341820569,10,10,10,10,10,-0.79999998211860657,34.696802082891466,0.45999998971819878,497,499,469,456,48.70000072568655,48.900000728666782,45.9000006839633,44.600000664591789,1475.7705078125,-13.054189523549379,0.26476371124528669,0.18700782578663372,0.017388446959108048,0.017388446959108048,100,0,64.033983612060553,33,-0.068897619000000007,0.12467188199999998,-0.013123356,-0.003280839,0.22309705200000002,0.16404195,0.298556349,0.232939569,0.029527551000000003,0.029527551000000003,0.006561678,0,10.77663861022244,10.77663861022244
1449,2020-11-25 11:43:00,10.124617022359868,11.271475791931152,4,5,11,12,0.82977174562291856,0.82675024151802068,0.82977174562291856,1.1780981103541006,10,12,10,10,10,-0.79999998211860657,34.696779749069215,0.45999998971819878,501,500,469,454,49.100000731647015,48.800000727176666,45.9000006839633,44.400000661611557,1475.947509765625,-13.057367361988629,0.22670597827818229,0.22178471970484981,0.018700782578663373,0.018372698673774539,100,0,64.132177352905273,33,-0.141076077,-0.039370068,-0.003280839,-0.013123356,0.114829365,0.33792641700000003,-0.095144331,0.12139104299999999,-0.098425169999999992,0.006561678,0.029527551000000003,0,10.810770397387307,10.810770397387307
1450,2020-11-25 11:58:00,10.097177122405554,11.273717880249023,7,4,11,11,0.827773942884385,0.822781202249527,0.827773942884385,4.69253209199451,10,12,10,10,12,-0.79999998211860657,34.691145244770048,0.45999998971819878,495,498,467,449,48.500000722706318,48.600000724196434,45.700000680983067,43.900000654160976,1476.0533447265625,-13.059365164727163,0.22933064951729296,0.24409442523729036,0.018372698673774539,0.016732279149330388,100,0,64.190576553344727,33,0.039370068,0.387139002,-0.006561678,-0.003280839,0.465879138,-0.095144331,0.92847743700000007,0.416666553,0.23622040800000002,0.016404195,0.006561678,0,10.876258221823266,10.876258221823266
1451,2020-11-25 12:13:00,10.068873755509278,11.273631095886231,5,5,13,12,0.82571260722342643,0.816246963968277,0.82571260722342643,1.7720655145757467,10,12,10,10,10,-0.79999998211860657,34.681458747005465,0.45999998971819878,495,496,466,451,48.500000722706318,48.4000007212162,45.60000067949295,44.100000657141209,1476.2374267578125,-13.061426500388121,0.12532805166753347,0.21161411865329605,0.018044614768885709,0.016076111339552723,100,0,64.292385482788092,31,-0.091863491999999991,0.062335940999999992,-0.009842517,0,0.177165306,0.219816213,0.150918594,0.18372698399999998,-0.016404195,0.022965872999999998,0,0,10.93901857376733,10.93901857376733
1452,2020-11-25 12:28:00,10.03109625446435,11.274048805236816,6,6,12,13,0.82296021348662041,0.8122013515949249,0.82296021348662041,1.5124930162701145,10,12,10,10,10,-0.79999998211860657,34.673830151433947,0.45999998971819878,496,498,469,456,48.600000724196434,48.600000724196434,45.9000006839633,44.600000664591789,1476.5338134765625,-13.064178894124927,0.17683722473507996,0.2522965228595111,0.021325453817774023,0.020669286007996359,100,0,64.457029342651367,32,0.190288662,0.321522222,-0.006561678,0,0.150918594,-0.45603662100000003,0.770997165,0.157480272,0.282152154,0.016404195,0,0,10.972592425701469,10.972592425701469
1453,2020-11-25 12:43:00,10.002756051432527,11.274894714355469,7,5,12,12,0.82089460873905584,0.80765482349395756,0.82089460873905584,1.7275493363623518,10,12,10,10,12,-0.79999998211860657,34.664871098165513,0.45999998971819878,496,498,471,458,48.600000724196434,48.600000724196434,46.100000686943531,44.800000667572021,1476.67041015625,-13.066244498872491,0.22080046799018332,0.29888443735372516,0.020013118198218695,0.019685034293329868,100,0,64.532711410522467,32,-0.068897619000000007,0.082020975,-0.006561678,-0.003280839,0.173884467,0.16404195,0.19685033999999999,0.180446145,0.006561678,0.016404195,0.006561678,0,11.006360158464702,11.006360158464702
1454,2020-11-25 12:58:00,9.9579085330084762,11.273287773132324,9,5,13,12,0.81762445908658821,0.80463337639808663,0.81762445908658821,0,10,10,10,10,10,-0.79999998211860657,34.657520080099104,0.45999998971819878,498,499,473,464,48.800000727176666,48.900000728666782,46.300000689923763,45.400000676512718,1476.797119140625,-13.069514648524958,0.15682410653686127,0.198162678552854,0.019356950388441034,0.020669286007996359,100,0,64.603604125976574,33,-0.036089228999999994,-0.11154852600000001,0,-0.003280839,0,0.085301814,-0.265747959,-0.091863491999999991,-0.082020975,0,0.006561678,0,11.006360158464702,11.006360158464702
1455,2020-11-25 13:13:00,9.9473398144654048,11.274709701538086,9,6,12,12,0.81685357041462636,0.80351349473953249,0.81685357041462636,2.8716900830733407,10,12,12,12,12,-0.80999998189508915,34.651952577266691,0.45999998971819878,494,499,473,463,48.4000007212162,48.70000072568655,46.100000686943531,45.10000067204237,1477.108154296875,-13.070285537196922,0.22047238408529449,0.27132538934306333,0.019685034293329868,0.018372698673774539,100,0,64.776772689819339,30,0.108267687,0.36089229,-0.006561678,0,0.28871383199999995,-0.25918628099999996,0.862860657,0.301837188,0.25918628099999996,0.016404195,0,0,11.039981874342528,11.039981874342528
1456,2020-11-25 13:28:00,9.8976668799946985,11.274608612060547,9,9,12,11,0.81322912464813135,0.80107910811424254,0.81322912464813135,2.9486597931214344,10,10,10,10,10,-0.79999998211860657,34.645469387722017,0.45999998971819878,493,496,473,466,48.300000719726086,48.600000724196434,46.300000689923763,45.60000067949295,1477.0303955078125,-13.073909982963416,0.15551177091730595,0.23457999199551421,0.018372698673774539,0.020341202103107529,100,0,64.733469390869146,36,-0.12139104299999999,0.13779523800000001,-0.003280839,-0.003280839,0.298556349,0.291994671,0.331364739,0.311679705,0.009842517,0.006561678,0.006561678,0,11.100215474644802,11.100215474644802
1457,2020-11-25 13:43:00,9.6383776252618976,11.275959968566895,9,9,12,13,0.79427558643611385,0.79427367341995248,0.81079495700775039,0,10,12,10,10,12,-0.79999998211860657,34.638663953027724,0.45999998971819878,493,496,474,465,48.300000719726086,48.4000007212162,46.400000691413879,45.500000678002834,1477.0150146484375,-13.092863521175435,0.15255901577330644,0.196194175123521,0.019028866483552204,0.020341202103107529,100,0,64.724817657470709,28,-0.068897619000000007,-0.091863491999999991,-0.006561678,0,0,0.16404195,-0.219816213,-0.026246712,-0.088582653,0.016404195,0,0,11.100215474644802,11.100215474644802
1458,2020-11-25 13:58:00,9.84618560752476,11.276185989379883,9,9,13,12,0.80947051459092545,0.79135113325119022,0.80947051459092545,0,10,12,10,12,10,-0.79999998211860657,34.629701709213258,0.45999998971819878,492,496,474,464,48.20000071823597,48.4000007212162,46.400000691413879,45.200000673532486,1477.1474609375,-13.077668593020622,0.21948813237062798,0.24704718038128978,0.020013118198218695,0.021981621627551684,100,0,64.798559951782238,33,0.213254535,0.052493424,-0.009842517,-0.006561678,0,-0.511810884,0.12467188199999998,-0.193569501,0.14435691599999997,0.022965872999999998,0.016404195,0,11.100215474644802,11.100215474644802
1459,2020-11-25 14:13:00,9.8120591973966409,11.276529312133789,11,9,11,12,0.80697772477671892,0.7895101881885529,0.80697772477671892,0,10,12,10,12,12,-0.79999998211860657,34.622038017635347,0.45999998971819878,492,496,474,464,48.20000071823597,48.4000007212162,46.400000691413879,45.200000673532486,1477.0943603515625,-13.080161382834829,0.15321518358308411,0.22900256561240412,0.019685034293329868,0.020341202103107529,100,0,64.768934631347662,32,0.029527551000000003,0.078740136,-0.009842517,0,0,-0.072178457999999987,0.187007823,0.059055102000000005,0.059055102000000005,0.022965872999999998,0,0,11.100215474644802,11.100215474644802
1460,2020-11-25 14:28:00,9.7809715285257735,11.279109954833984,10,10,13,12,0.80470603661398987,0.79000472282409673,0.80470603661398987,3.6784081956880033,10,12,10,10,12,-0.79999998211860657,34.61763506410599,0.45999998971819878,493,497,472,462,48.300000719726086,48.500000722706318,46.200000688433647,45.200000673532486,1477.09423828125,-13.082433070997558,0.1318897297653101,0.20603669227018592,0.019356950388441034,0.019685034293329868,100,0,64.768996429443362,33,-0.06561678,0.23950124699999997,-0.003280839,0,0.377296485,0.157480272,0.574146825,0.364173129,0.095144331,0.006561678,0,0,11.143282237303859,11.143282237303859
